date,value
1960-01-01,2.0708341397329244
1960-02-01,2.185263972152396
1960-03-01,2.0732728092202724
1960-04-01,2.0038535645471978
1960-05-01,2.046314709089736
1960-06-01,1.803645666773268
1960-07-01,1.7419601837672216
1960-08-01,1.7264445435433595
1960-09-01,1.54403354937096
1960-10-01,1.4272121788772685
1960-11-01,1.513232873243009
1960-12-01,1.3276014666835145
1961-01-01,1.3272658323852937
1961-02-01,1.2364370426444449
1961-03-01,1.2615908660821296
1961-04-01,1.2152121899005053
1961-05-01,1.1817953231078704
1961-06-01,1.2753659609222812
1961-07-01,1.254311696456556
1961-08-01,1.214929859719427
1961-09-01,1.3328327388774097
1961-10-01,1.3070669168230298
1961-11-01,1.0540759683153489
1961-12-01,1.1729473421512537
1962-01-01,1.2662175648702645
1962-02-01,1.3334995014955275
1962-03-01,1.5386532112377838
1962-04-01,1.4183514774494643
1962-05-01,1.4289264413518854
1962-06-01,1.464019851116638
1962-07-01,1.3936203158872784
1962-08-01,1.2993441405766637
1962-09-01,1.2967765839199785
1962-10-01,1.2593369961108491
1962-11-01,1.3146525120355301
1962-12-01,1.2580167735569914
1963-01-01,1.33045888512473
1963-02-01,1.2790554667322596
1963-03-01,1.104294478527601
1963-04-01,1.208366558302143
1963-05-01,1.2495406100698325
1963-06-01,1.2350207874785912
1963-07-01,1.240073304825895
1963-08-01,1.3193256779868046
1963-09-01,1.3045598634479294
1963-10-01,1.5363043345729688
1963-11-01,1.5534572037770422
1963-12-01,1.668696711327633
1964-01-01,1.6169229834052556
1964-02-01,1.69398907103826
1964-03-01,1.7293689320388328
1964-04-01,1.696969696969708
1964-05-01,1.5970961887477264
1964-06-01,1.4977654306075783
1964-07-01,1.5084776443613057
1964-08-01,1.5493127562092868
1964-09-01,1.4081116861234921
1964-10-01,1.2248574001801238
1964-11-01,1.2777444511097524
1964-12-01,1.2759075116808516
1965-01-01,1.2741520607764567
1965-02-01,1.2000716460684346
1965-03-01,1.1631374888159796
1965-04-01,1.1918951132300348
1965-05-01,1.292128141002724
1965-06-01,1.1960014280613995
1965-07-01,1.1947928431314203
1965-08-01,1.252597209854578
1965-09-01,1.329219083788269
1965-10-01,1.2515570318524238
1965-11-01,1.2971628265118884
1965-12-01,1.4609333412196168
1966-01-01,1.3526284701712799
1966-02-01,1.48082595870207
1966-03-01,1.550707547169794
1966-04-01,1.7962308598350907
1966-05-01,1.8811357357004344
1966-06-01,2.2343740812606594
1966-07-01,2.4318609022556226
1966-08-01,2.4272983114446367
1966-09-01,2.6235652377605945
1966-10-01,2.993555946104265
1966-11-01,3.0581218570927327
1966-12-01,3.0605106680657412
1967-01-01,3.1237251588087878
1967-02-01,3.0579617464100872
1967-03-01,3.0830865702839327
1967-04-01,2.9968180503326725
1967-05-01,2.9484738330159743
1967-06-01,2.8757117386553066
1967-07-01,2.924647321940599
1967-08-01,3.0509444762449878
1967-09-01,3.098607623830163
1967-10-01,3.145441101188795
1967-11-01,3.217021276595755
1967-12-01,3.15628712031224
1968-01-01,3.520768578694544
1968-02-01,3.7795453263383516
1968-03-01,4.032893995719267
1968-04-01,4.12851766556197
1968-05-01,4.29324066808654
1968-06-01,4.438978028735963
1968-07-01,4.429462892801417
1968-08-01,4.515914014330935
1968-09-01,4.566336414457295
1968-10-01,4.604610124627784
1968-11-01,4.66688654353562
1968-12-01,4.721171245270606
1969-01-01,4.651162790697683
1969-02-01,4.56052617274556
1969-03-01,4.634542501353556
1969-04-01,4.649908296472094
1969-05-01,4.675408426483241
1969-06-01,4.625020073871844
1969-07-01,4.7644453929467145
1969-08-01,4.6502976190476275
1969-09-01,4.64746982849884
1969-10-01,4.670778638831763
1969-11-01,4.674124258179724
1969-12-01,4.749188396690762
1970-01-01,4.700052164840907
1970-02-01,4.741110417966299
1970-03-01,4.641415709407015
1970-04-01,4.6546391752577465
1970-05-01,4.6051956052982845
1970-06-01,4.620107444359167
1970-07-01,4.532491342432277
1970-08-01,4.601086790919728
1970-09-01,4.618108244815389
1970-10-01,4.683958700579205
1970-11-01,4.821634639506289
1970-12-01,4.9587603099225275
1971-01-01,5.027153604703294
1971-02-01,5.022831050228316
1971-03-01,4.969589081738635
1971-04-01,4.945082007585078
1971-05-01,5.03067484662576
1971-06-01,5.071400625978084
1971-07-01,5.071616486407482
1971-08-01,4.855075981939128
1971-09-01,4.593144128027848
1971-10-01,4.24344479191725
1971-11-01,3.944093432892992
1971-12-01,3.7481544982616466
1972-01-01,3.7808349146110087
1972-02-01,3.667296786389418
1972-03-01,3.537780290182768
1972-04-01,3.3932510442577613
1972-05-01,3.182242990654216
1972-06-01,2.9834768443099957
1972-07-01,2.884035795428197
1972-08-01,2.9587442700375055
1972-09-01,3.12947811214348
1972-10-01,3.0276457285272507
1972-11-01,3.0668631423834913
1972-12-01,3.0526992287917887
1973-01-01,2.6786122411665225
1973-02-01,2.7261123267687815
1973-03-01,2.9391692069703046
1973-04-01,3.295506128007264
1973-05-01,3.455459444771525
1973-06-01,3.6924884750971776
1973-07-01,3.839740411915815
1973-08-01,4.101457096600103
1973-09-01,4.280591662931421
1973-10-01,4.623034538368498
1973-11-01,4.852113305334638
1973-12-01,5.118268074301735
1974-01-01,5.569158171214883
1974-02-01,5.906629981361489
1974-03-01,6.302762430939213
1974-04-01,6.481806995957107
1974-05-01,7.091577657152848
