date,value
2001-04-01,10.599
2001-07-01,10.59802
2001-10-01,10.660465
2002-01-01,10.7835
2002-04-01,10.887459999999999
2002-07-01,10.98404
2002-10-01,11.061433000000001
2003-01-01,11.174129
2003-04-01,11.312766
2003-07-01,11.566669000000001
2003-10-01,11.772234000000001
2004-01-01,11.923447000000001
2004-04-01,12.112815000000001
2004-07-01,12.305307
2004-10-01,12.527214
2005-01-01,12.767286
2005-04-01,12.922656000000002
2005-07-01,13.142642
2005-10-01,13.324204
2006-01-01,13.59916
2006-04-01,13.753424
2006-07-01,13.870188
2006-10-01,14.03956
2007-01-01,14.215651
2007-04-01,14.402082
2007-07-01,14.564117000000001
2007-10-01,14.715058
2008-01-01,14.706538
2008-04-01,14.865701
2008-07-01,14.898999
2008-10-01,14.608209
2009-01-01,14.430902
2009-04-01,14.381236000000001
2009-07-01,14.448882
2009-10-01,14.651249
2010-01-01,14.764610000000001
2010-04-01,14.980193
2010-07-01,15.141607
2010-10-01,15.309474
2011-01-01,15.351448000000001
2011-04-01,15.557539
2011-07-01,15.647680000000001
2011-10-01,15.842259
2012-01-01,16.068805
2012-04-01,16.207115
2012-07-01,16.319541
2012-10-01,16.420419000000003
2013-01-01,16.648189
2013-04-01,16.728687
2013-07-01,16.953838
2013-10-01,17.192019000000002
2014-01-01,17.197738
2014-04-01,17.518508
2014-07-01,17.804228
2014-10-01,17.912079000000002
2015-01-01,18.063529
2015-04-01,18.279784
2015-07-01,18.401626
2015-10-01,18.435136999999997
2016-01-01,18.525933000000002
2016-04-01,18.711702000000002
2016-07-01,18.892639
2016-10-01,19.089379
2017-01-01,19.280084
2017-04-01,19.438643
2017-07-01,19.692595
2017-10-01,20.037088
2018-01-01,20.328553
2018-04-01,20.580912
2018-07-01,20.79873
2018-10-01,20.917866999999998
2019-01-01,21.1116
2019-04-01,21.397938
2019-07-01,21.717171
2019-10-01,21.933217000000003
2020-01-01,21.751238
2020-04-01,19.958291000000003
2020-07-01,21.704437000000002
2020-10-01,22.08716
2021-01-01,22.680693
2021-04-01,23.425910000000002
2021-07-01,23.982379
2021-10-01,24.813599999999997
2022-01-01,25.250347
2022-04-01,25.861292000000002
2022-07-01,26.336304000000002
2022-10-01,26.770514
2023-01-01,27.216445
2023-04-01,27.530055
2023-07-01,28.074846
2023-10-01,28.424722000000003
2024-01-01,28.708161
2024-04-01,29.147044
2024-07-01,29.511664
2024-10-01,29.825182
2025-01-01,30.042113
2025-04-01,30.485729
2025-07-01,31.098027
2025-10-01,31.422526
2026-01-01,31.865721
2026-04-01,32.486066
